CLIMATEZONE,YA,YP,LONGITUDE,LATITUDE,ELEVATION_METER,AREA_IN_CLIMATEZONE_HA,TOTAL_AREA_HA,NUMBER_OF_CONTRIBUTING_STATIONS,NUMBER_OF_CONTRIBUTING_CLIMATEZONES,HARVESTYEAR,SOWING_MONTH,MATURITY_DAYS,Irrigation_Type,STATIONNAME_Ariana,STATIONNAME_Beja,STATIONNAME_Ben Arous,STATIONNAME_Bizerte,STATIONNAME_Gabes,STATIONNAME_Gafsa,STATIONNAME_Jendouba,STATIONNAME_Kairouan,STATIONNAME_Kasserine,STATIONNAME_Kebili,STATIONNAME_Kef,STATIONNAME_Mahdia,STATIONNAME_Manouba,STATIONNAME_Medenine,STATIONNAME_Monastir,STATIONNAME_Nabeul,STATIONNAME_Sidi Bouzid,STATIONNAME_Siliana,STATIONNAME_Sousse,STATIONNAME_Tataouine,STATIONNAME_Tozeur,STATIONNAME_Tunis,STATIONNAME_Zaghouan,CROP_Almonds,CROP_Barley,CROP_Citrus,CROP_Dates,CROP_Oasis Cereals,CROP_Olives,CROP_Tomatoes,CROP_Vines,CROP_Wheat
1,5.75,6.76,9.18,36.73,159,14370,25166,2,2,2000,11,185.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,4.86,5.574999999999999,9.18,36.73,159,14370,25166,2,2,2001,11,178.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,4.6,5.025,9.18,36.73,159,14370,25166,3,3,2002,11,182.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.55,5.965,9.18,36.73,159,14370,25166,2,4,2003,11,182.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.78,6.335,9.18,36.73,159,14370,25166,1,3,2004,11,173.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,4.36,5.140000000000001,9.18,36.73,159,14370,25166,1,4,2005,11,159.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,4.57,5.025,9.18,36.73,159,14370,25166,3,4,2006,11,156.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,6.35,6.46,9.18,36.73,159,14370,25166,2,3,2007,11,181.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,6.02,6.105,9.18,36.73,159,14370,25166,3,3,2008,11,166.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.73,5.715,9.18,36.73,159,14370,25166,3,5,2009,11,182.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,6.06,6.275,9.18,36.73,159,14370,25166,1,4,2010,11,184.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.84,6.015000000000001,9.18,36.73,159,14370,25166,3,3,2011,11,178.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.08,5.315,9.18,36.73,159,14370,25166,2,3,2012,11,170.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,4.33,4.545,9.18,36.73,159,14370,25166,1,3,1990,11,168.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.29,5.955,9.18,36.73,159,14370,25166,2,3,1991,11,157.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.47,5.64,9.18,36.73,159,14370,25166,2,2,1992,11,149.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.47,5.845000000000001,9.18,36.73,159,14370,25166,1,5,1993,11,169.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.52,4.94,9.18,36.73,159,14370,25166,3,4,1994,11,159.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.53,4.91,9.18,36.73,159,14370,25166,2,2,1995,11,150.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.5,6.164999999999999,9.18,36.73,159,14370,25166,1,3,1996,11,153.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.57,4.96,9.18,36.73,159,14370,25166,1,3,1997,11,157.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.59,5.630000000000001,9.18,36.73,159,14370,25166,3,2,1998,11,173.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.29,5.38,9.18,36.73,159,14370,25166,2,2,1999,11,164.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.48,6.135,9.18,36.73,159,14370,25166,1,2,2000,11,170.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.69,6.26,9.18,36.73,159,14370,25166,1,3,2001,11,151.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.26,4.77,9.18,36.73,159,14370,25166,1,1,2002,11,172.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.95,6.26,9.18,36.73,159,14370,25166,3,5,2003,11,166.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.68,5.949999999999999,9.18,36.73,159,14370,25166,3,5,2004,11,171.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.93,5.885,9.18,36.73,159,14370,25166,2,5,2005,11,155.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.71,6.19,9.18,36.73,159,14370,25166,3,2,2006,11,160.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.61,5.305,9.18,36.73,159,14370,25166,1,4,2007,11,173.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,6.08,6.385,9.18,36.73,159,14370,25166,1,1,2008,11,163.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.07,5.26,9.18,36.73,159,14370,25166,1,3,2009,11,163.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.28,6.115,9.18,36.73,159,14370,25166,1,2,2010,11,156.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.25,4.67,9.18,36.73,159,14370,25166,2,5,2011,11,174.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.91,5.165,9.18,36.73,159,14370,25166,1,1,2012,11,163.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,10.91,11.76,9.18,36.73,159,14370,25166,3,2,1990,4,134.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8.12,9.445,9.18,36.73,159,14370,25166,2,3,1991,4,128.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,10.62,11.53,9.18,36.73,159,14370,25166,3,4,1992,4,118.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8.99,9.28,9.18,36.73,159,14370,25166,2,2,1993,4,133.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8.19,9.38,9.18,36.73,159,14370,25166,3,3,1994,4,105.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8.44,9.92,9.18,36.73,159,14370,25166,2,1,1995,4,132.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,7.18,8.2,9.18,36.73,159,14370,25166,2,3,1996,4,130.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,10.36,11.715,9.18,36.73,159,14370,25166,2,1,1997,4,130.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,10.32,11.54,9.18,36.73,159,14370,25166,1,1,1998,4,122.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,10.48,10.775,9.18,36.73,159,14370,25166,1,1,1999,4,128.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,9.51,10.355,9.18,36.73,159,14370,25166,3,4,2000,4,116.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,9.98,10.82,9.18,36.73,159,14370,25166,1,4,2001,4,130.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,10.61,11.56,9.18,36.73,159,14370,25166,2,2,2002,4,129.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,9.13,9.96,9.18,36.73,159,14370,25166,3,1,2003,4,110.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,7.98,8.525,9.18,36.73,159,14370,25166,3,4,2004,4,106.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,9.51,10.435,9.18,36.73,159,14370,25166,1,3,2005,4,131.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8.88,9.905,9.18,36.73,159,14370,25166,2,1,2006,4,120.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,9.24,10.045,9.18,36.73,159,14370,25166,1,1,2007,4,116.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,10.6,11.57,9.18,36.73,159,14370,25166,2,2,2008,4,118.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,9.99,10.48,9.18,36.73,159,14370,25166,2,2,2009,4,122.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8.82,8.86,9.18,36.73,159,14370,25166,3,4,2010,4,117.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,11.85,11.91,9.18,36.73,159,14370,25166,2,5,2011,4,122.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8.53,9.03,9.18,36.73,159,14370,25166,1,3,2012,4,112.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,4.57,5.205,8.77,36.5,110,12000,24000,2,5,1990,11,182.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.69,6.06,8.77,36.5,110,12000,24000,1,1,1991,11,163.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.06,5.625,8.77,36.5,110,12000,24000,3,2,1992,11,173.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.76,6.1,8.77,36.5,110,12000,24000,2,5,1993,11,167.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,6.47,6.875,8.77,36.5,110,12000,24000,1,2,1994,11,167.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.93,6.115,8.77,36.5,110,12000,24000,3,5,1995,11,180.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.74,5.96,8.77,36.5,110,12000,24000,3,5,1996,11,168.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.27,5.359999999999999,8.77,36.5,110,12000,24000,2,4,1997,11,166.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.36,5.98,8.77,36.5,110,12000,24000,3,2,1998,11,175.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.84,6.335,8.77,36.5,110,12000,24000,2,3,1999,11,180.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.39,5.78,8.77,36.5,110,12000,24000,3,1,2000,11,177.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.23,5.545,8.77,36.5,110,12000,24000,2,5,2001,11,176.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,4.97,5.685,8.77,36.5,110,12000,24000,3,4,2002,11,176.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,6.38,6.76,8.77,36.5,110,12000,24000,3,2,2003,11,179.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,4.48,5.105,8.77,36.5,110,12000,24000,1,2,2004,11,160.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.08,5.675000000000001,8.77,36.5,110,12000,24000,1,2,2005,11,159.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.29,6.055,8.77,36.5,110,12000,24000,1,3,2006,11,179.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,6.01,6.495,8.77,36.5,110,12000,24000,2,5,2007,11,161.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.59,6.15,8.77,36.5,110,12000,24000,3,1,2008,11,180.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,4.79,5.755,8.77,36.5,110,12000,24000,3,4,2009,11,170.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.64,5.74,8.77,36.5,110,12000,24000,3,5,2010,11,175.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.54,5.9,8.77,36.5,110,12000,24000,2,4,2011,11,156.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,5.64,5.859999999999999,8.77,36.5,110,12000,24000,3,1,2012,11,160.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,4.81,5.04,8.77,36.5,110,12000,24000,2,4,1990,11,146.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.63,4.9,8.77,36.5,110,12000,24000,1,5,1991,11,152.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.54,5.69,8.77,36.5,110,12000,24000,1,4,1992,11,172.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.06,4.505000000000001,8.77,36.5,110,12000,24000,3,2,1993,11,162.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.05,5.51,8.77,36.5,110,12000,24000,1,5,1994,11,163.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.77,5.895,8.77,36.5,110,12000,24000,1,3,1995,11,165.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.15,4.82,8.77,36.5,110,12000,24000,2,4,1996,11,157.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.61,4.734999999999999,8.77,36.5,110,12000,24000,1,3,1997,11,145.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.17,5.46,8.77,36.5,110,12000,24000,2,1,1998,11,150.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.39,5.904999999999999,8.77,36.5,110,12000,24000,2,2,1999,11,161.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.44,4.785,8.77,36.5,110,12000,24000,3,3,2000,11,163.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.85,5.235,8.77,36.5,110,12000,24000,1,1,2001,11,153.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.98,5.595000000000001,8.77,36.5,110,12000,24000,1,1,2002,11,162.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,6.24,6.640000000000001,8.77,36.5,110,12000,24000,3,3,2003,11,160.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.67,6.135,8.77,36.5,110,12000,24000,3,3,2004,11,151.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.97,5.385,8.77,36.5,110,12000,24000,1,3,2005,11,165.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.82,5.145,8.77,36.5,110,12000,24000,2,2,2006,11,162.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.01,4.455,8.77,36.5,110,12000,24000,1,5,2007,11,151.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,4.69,5.31,8.77,36.5,110,12000,24000,2,4,2008,11,150.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.01,5.73,8.77,36.5,110,12000,24000,3,1,2009,11,145.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.45,6.055,8.77,36.5,110,12000,24000,2,5,2010,11,158.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.82,6.109999999999999,8.77,36.5,110,12000,24000,1,5,2011,11,169.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.89,6.065,8.77,36.5,110,12000,24000,3,2,2012,11,165.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,8.97,9.07,8.77,36.5,110,12000,24000,3,4,1990,4,126.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,7.22,8.375,8.77,36.5,110,12000,24000,3,1,1991,4,120.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8.49,9.065,8.77,36.5,110,12000,24000,1,2,1992,4,110.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,9.73,10.655,8.77,36.5,110,12000,24000,2,4,1993,4,112.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,11.22,11.05,8.77,36.5,110,12000,24000,3,4,1994,4,120.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,9.77,11.495,8.77,36.5,110,12000,24000,1,3,1995,4,129.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
